query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
114645,1,114645,Open House — jeugdbescherming en jeugdreclassering en activiteiten in het preventief justieel kader regio Haaglanden 2020-2024,"Let op: vanwege geen beschikbaarheid kopersprofiel formulier op tenderned is dit formulier gekozen voor een bestaande open house.Elektronische toegang tot de inkoopdocumenten zijn rechtstreeks en gratis beschikbaar op: https://sbjh.nlVerzoek tot deelneming aan deze open house, informatie over herzieningen: hetzelfde webadres als hierboven genoemd.Dit betreft een doorlopende procedure. Er is geen mogelijkheid tot het stellen van vragen in het kader van de nota van inlichtingen. Vragen bij onduidelijkheden kunt u stellen via contractbeheer@h10inkoop.nl onder vermelding van ""Open House Jeugdbescherming en Jeugdreclassering en activiteiten in het preventief justieel kader""In tegenstelling tot de informatie op TenderNed betreft deze procedure geen Openbare aanbestedingsprocedure, maar een Open House model.In tegenstelling tot de informatie op TenderNed vind er geen ranking van de aanmeldingen plaats op basis van prijs e/o kwaliteitscriteria.",Hoe verschilt een open house model van een openbare aanbesteding?,Task_2
134721,1,134721,Competentieversterkende Finaliteitsopleidingen (CVFO) ICT Brussel,Nederlandstalige ICT opleidingen voor werkzoekenden in het Brussels Hoofdstedelijk Gewest,Er bestaan aanbestedingen voor Nederlandstalige ICT-cursussen voor werkzoekenden in Brussel.,Task_3
135893,1,135893,Impact Factory - Fase 2: Instandhoudingswerken dak,"Tweede fase van binnenstedelijk renovatie- en uitbreidingsproject ‘Impact Factory’.

Voorlopige dichting van het bestaande dak en vervanging van de daklichten van het oud industrieel pand 'de Potterij' en vervanging van het daklicht van het kantoorgebouw 'de Studio'.",Aanbestedingen voor dakrenovatie en vervanging daklichten van gebouwen tweede fase.,Task_1
97437,1,97437,"Openbare prijsvraag ""Invulling Mauritshuis als bezoekerscentrum""","Het Mauritshuis wordt in de periode 2019-2021 volledig ingericht als bezoekerscentrum voor de Stelling van Willemstad, onderdeel van de Zuiderwaterlinie. Het doel is om het Mauritshuis in te richten met eigentijdse, interactieve tentoonstellingen die de verhalen van de Stelling van Willemstad, de Zuiderwaterlinie, Willemstad en natuurlijk het Mauritshuis zelf beleefbaar maken. Hiermee krijgt het Mauritshuis een belangrijke toeristische functie die naar verwachting meer bezoekers naar het Mauritshuis trekt en bezoekers verleidt om de rest van de Stelling van Willemstad en de Zuidwaterlinie te bezoeken.Het doel van deze Openbare prijsvraag is om ondernemers uit te dagen met een creatieve oplossing te komen voor de invulling van het Mauritshuis als multifunctioneel bezoekerscentrum. De concept plannen en ontwerpen die als de drie (3) beste oplossingen worden beoordeeld door de jury, gaan door naar de volgende fase; de onderhandelingsprocedure zonder aankondiging.",Creatieve invulling historisch gebouw als interactief bezoekerscentrum voor erfgoedverhalen?,Task_2
80394,1,80394,045-2015 Integraal Groenbestek wijk 08 en 10,Raamovereenkomst met één onderneming,Is een raamcontract met slechts één leverancier toegestaan?,Task_3
82429,1,82429,EA Honden ge- en verbruiksartikelen,"Deze opdracht betreft de levering van Honden ge- en
verbruiksartikelen en maatwerk/modificaties op artikelen ten behoeve
van de militaire werkhond. Voor deze Europese aanbesteding wordt het deel bijtpakken niet
meegenomen, dit in verband met de lage prognose. 

Het MWH-bestand omvat ca. 250 honden. Een deel van dit bestand
voert taken uit in (wereldwijde) uitzendgebieden. De levering van de
Artikelen strekt zich alleen uit voor locaties binnen Nederland,
exclusief de Waddeneilanden. In de komende jaren verwacht Defensie
een uitbreiding van het totale MWH-bestand naar ca. 300.",Aanbesteding hondenartikelen en maatwerk voor militaire werkhonden Nederland,Task_1
58950,1,58950,Raamovereenkomst: aankoop van materiaal voor regionale anesthesie.,Raamovereenkomst: aankoop van materiaal voor regionale anesthesie.,Informatie over aanbestedingen voor regionale anesthesie materialen,Task_2
12345,1,12345,EG.126038/SMI - EA Schoonmaakdienstverlening en glasbewassing ten behoeve van SintLucas.,"De wens van de Opdrachtgever is om voor de schoonmaakwerkzaamheden, glasbewassing en overige benoemde diensten te kiezen voor ??n (1) Opdrachtnemer met als doel het op de economisch meest voordelige wijze laten plaatsvinden van de schoonmaak- en glazenwasserswerkzaamheden op de locaties.",Bevestigen aanbestedingen voordelen van één leverancier voor schoonmaak en glasbewassing?,Task_3
117784,1,117784,"Zagersweg, Koolkerke",Nieuwbouw van 49 sociale woningen.,Zoek aanbestedingen voor realisatie nieuwe sociale woningen,Task_1
88090,1,88090,Projectleider Duurzaamheid in Gebiedsontwikkeling - cluster SO,"Jij bent van groene groei voor Rotterdam. Als projectleider draag jij bij aan een duurzame ontwikkeling van Rotterdam. Met hart voor de stad en de mensen die er komen, wonen en werken. Met jouw ervaring en hands-on mentaliteit draag jij bij aan het behalen van de visie, missie en doelstellingen van het project.",Hoe draagt een projectleider bij aan duurzame stedelijke groei?,Task_2
70934,1,70934,Raamovereenkomst voor diensten voor de vertegenwoordiging van Toerisme Vlaanderen in Scandinavië,"Deze opdracht heeft betrekking op een raamovereenkomst voor diensten voor de vertegenwoordiging van Toerisme Vlaanderen in Scandinavië, meer bepaald in Zweden, Denemarken en Noorwegen. De opdracht beoogt marketingactiviteiten in Scandinavië voor Toerisme Vlaanderen, gebaseerd op de Marketingstrategie van Toerisme Vlaanderen.  De opdrachtnemer zal de vraag naar reizen naar Vlaanderen en Brussel stimuleren door de reisbestemmingen Vlaanderen en Brussel te promoten bij de pers, bij de lokale travel trade en in mindere mate bij de consument. De opdrachtnemer zal door middel van persreizen, blogreizen, persconferenties en persberichten free publicity voor de reisbestemming genereren in de Scandinavische media. De opdrachtnemer zal het aanbod van reizen naar Vlaanderen en Brussel stimuleren door een plaats te verwerven voor Vlaanderen en Brussel in de reisaanbiedingen van touroperators. Dat doet de opdrachtnemer onder andere via informatieverstrekking, co-promoties, beurzen en B2B workshops. De opdrachtnemer onderhoudt relaties met belangrijke stakeholders als touroperators, reisbureaus en de pers.De opdracht wordt verder omschreven in deel III ‘Technische voorschriften’ van het bestek.",Toeristische marketing in Noord-Europa richt zich op pers en reisbranche.,Task_3
39575,1,39575,"Verwerking van (grof) restafval, gft-afval en grof tuinafval van gemeente Lansingerland en gemeente Zoetermeer.","Verwerking van (grof) restafval, gft-afval en grof tuinafval van gemeente Lansingerland en gemeente Zoetermeer.","Aanbestedingen voor verwerking grof restafval, gft en tuinafval",Task_1
35108,1,35108,Maaien Bermen en Gazons gemeente Gouda.,Het maaien van Bermen en Gazons in de gemeente Gouda.,Aanbestedingen voor maaien van bermen en gazons,Task_2
75824,1,75824,Renovatie hoofdlocatie Alliander NV.,"De opdracht bestaat uit het realiseren van de renovatie van het hoofdlocatie van Alliander NV.De werkzaamheden, voor zover vastgesteld op dit moment, bestaan uit:— bouwkundig- en constructieve werkzaamheden;— sloopwerkzaamheden, met behoud van grondstoffen;— installatietechnische werkzaamheden;— werkzaamheden aan tuin, terrein en dakterras;— afbouwwerkzaamheden (o.a. vloeren, plafonds, statisch meubilair, etc.).",Welke werkzaamheden omvat een complete renovatie van een hoofdkantoor?,Task_3
69043,1,69043,"Europese aanbesteding van het leerlingenvervoer, zwemvervoer en gymvervoer van de gemeente Maasgouw.",De opdracht bestaat uit het uitvoeren van leerlingenvervoer van de gemeente Maasgouw evenals het leerlingenvervoer gymnastiekonderwijs en schoolzwemmen van de gemeente Maasgouw.,Gemeentelijke aanbesteding voor vervoer van scholieren naar sport en zwemles.,Task_1
70576,1,70576,Raamovereenkomst voor het organiseren van dienstreizen,Raamovereenkomst voor het organiseren van dienstreizen,Informatie over aanbestedingen voor zakelijke reisarrangementen,Task_2
105944,1,105944,AV middelen - gemeente Zuidplas,Deze tender betreft de Europese aanbesteding voor de AV middelen voor het nieuw te bouwen gemeentehuis van de gemeente Zuidplas.De scope van de opdracht omvat het leveren en installeren en onderhouden van audio-visuele apparatuur.Doelstelling van deze aanbesteding is een overeenkomst te sluiten met een betrokken en deskundige partij die de levering en implementatie van de AV-middelen tegen zo gunstig mogelijke condities kan verzorgen.NegometrixDeze aanbestedingsprocedure verloopt volledig in Negometrix. De volgende instructies bevatten informatie over het digitaal aanbieden in Negometrix:- Instructie registreren op Negometrix- Instructie digitaal aanbieden,Zijn er aanbestedingen voor audiovisuele apparatuur in nieuwe overheidsgebouwen?,Task_3
39768,1,39768,ROC Midden Nederland EA Brandverzekering 2014,"ROC Midden Nederland (hierna Aanbestedende dienst) is voornemens om middels deze openbare aanbestedingsprocedure een overeenkomst aan te gaan voor een brandverzekering (CPV-code 6651000, 66515100, 66515200). De brandverzekering zal worden behandeld met tussenkomst van assurantiemakelaar Marsh Nederland.",Welke aanbestedingen zijn er voor een brandverzekeringsovereenkomst?,Task_1
102577,1,102577,Marktconsultatie Onderhoud op Automatische Externe Defibrillatoren (AED’s),De Politie overweegt om een Europese aanbesteding te publiceren voor het periodieke onderhoud op AED’s. Doel van deze aanbesteding is het afsluiten van een onderhoudscontract met 1 leverancier voor de AED’s welke circa 10 jaar oud zijn. Het uitvoeren van onderhoud op nieuwe AED’s en AED’s jonger dan 10 jaar valt buiten de scope van deze opdracht.Het betreft het uitvoeren van periodiek onderhoud op circa 2 800 AED’s die reeds in het bezit zijn van de Politie (type Lifepak 1000).Het genoemde aantal AED’s is gebaseerd op een contractduur van 2 jaar. De AED’s zijn ongeveer 10 jaar oud en bevinden zich op verschillende locaties verspreid in het land.,"Onderhoudscontract voor duizenden oudere defibrillatoren, verspreid over het land.",Task_2
82673,1,82673,Levering van Containervoertuigen,"Raamovereenkomst voor de levering van containervoertuigen. Hierbij zijn de containervoertuigen onderverdeeld in de volgende types: 
1. Containervoertuigen haakarm 8x2
2. Containervoertuigen kraanhaak 4x2
3. Containervoertuigen kraanhaak 6x2
4. Containervoertuigen kraanhaak 8x2
5. Containervoertuigen portaal 4x2
6. Containervoertuigen portaal 6x2",Zijn er verschillende soorten containervoertuigen beschikbaar via aanbestedingen?,Task_3
122039,1,122039,Gerechtsdeurwaardersdiensten.,"Jaarlijks draagt de gemeente Eindhoven tussen de 200 en 300 zaken over aan een gerechtsdeurwaarder. Deze zaken zijn verschillend van aard.Soort vorderingen.Bijstandsvorderingen.Deze vorderingen worden onderverdeeld in de volgende subcategorieën:a. te veel verstrekte periodieke bijstand voor levensonderhoud op grond van de Wet werk en bijstand (Wwb), Wet investeren in jongeren (WIJ), Besluit bijstandsverlening zelfstandigen (Bbz), Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers (Ioaw), Wet inkomensvoorziening Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte gewezen zelfstandigen (Ioaz) en Algemene bijstandswet (Abw);b. verstrekte bijstand in de vorm van een geldlening;c. opgelegde verhaalsbijdragen;d. bestuurlijke boetes (o.a. boete Wet kinderopvang en kwaliteitseisen peuterspeelzalen, boete Wet inburgering, boete Wwb).Voor al deze bijstandsvorderingen is een executoriale titel voorhanden, dus incassodiensten ter verkrijging van een executoriale titel maken geen deel uit van de opdracht. Opdrachtgever legt, daar waar mogelijk, vereenvoudigd derdenbeslag. De opdracht zal met name bestaan uit diensten, waarvoor inschakeling van een gerechtsdeurwaarder wettelijk vereist is (zoals beslaglegging op goederen), dan wel in de individuele zaak noodzakelijk is (bijvoorbeeld bij wanbetaling door een zelfstandige ondernemer).Overige publiekrechtelijke vorderingen:a. subsidies;b. bestuurlijke boetes;c. dwangsommen;d. kosten van bestuursdwang.Voor al deze vorderingen is een executoriale titel voorhanden. Betekening van het dwangbevel door de gerechtsdeurwaarder maakt deel uit van de opdracht.Privaatrechtelijke vorderingen.Deze vorderingen worden onderverdeeld in de volgende subcategorieën:a. Verhuur grond, onroerende en roerende zaken;b. Verkoop grond, onroerende en roerende zaken;c. Erfpachten;d. Schadeclaims;e. Kredieten verstrekt op grond van het Bankreglement Eindhoven (saneringskredieten, persoonlijke leningen en doorlopende kredieten);f. Overige privaatrechtelijke vorderingen.Voor deze vorderingen geldt dat het gehele incassotraject, inclusief de gerechtelijke procedure ter vaststelling van de vordering, vanaf de aanmaningsprocedure, deel uitmaakt van de opdracht.",Wat omvat de opdracht voor gerechtsdeurwaarders bij gemeentelijke vorderingen?,Task_1
88125,1,88125,DBME IKC Nunspeet Oost,"De gemeente Nunspeet en het schoolbestuur CNS willen een nieuwbouw IKC realiseren waar CNS en samenwerkingspartners kinderopvang SKN en peuterspeelzaal SPCP gebruik van gaan maken. De nieuwe locatie voor het IKC is in Nunspeet Oost. De opdracht betreft het ontwerp, de realisatie, het onderhoud en een energievolume garantie (DBME). De omvang is circa 3.346 m2 BVO",informatie over aanbesteding nieuwbouw multifunctioneel kindcentrum met energiegarantie,Task_2
10144,1,10144,De opdracht betreft een concessie voor dienstverlening.,"De opdracht betreft een concessie voor dienstverlening. De Concessiehouder krijgt het recht de WKO-voorziening te exploiteren ten behoeve van de (toekomstige) gebruiker(s) van het schoolgebouw. Dit recht moet worden gezien als tegenprestatie voor het ontwer-pen, realiseren, leveren (inclusief de financiering hiervan), onderhouden en beheren van de WKO-voorziening. Het exploitatierisico ligt bij Concessiehouder. Het onderhouden en beheren van de WKO-voorziening (ten behoeve van de exploitatie) vormen het hoofd-voorwerp van de opdracht.","Aanbestedingen onderhoud energievoorziening, inclusief financiering en exploitatie risico?",Task_3
80847,1,80847,Archeologie bedrijventerrein Harselaar Zuid 1a gemeente Barneveld.,Het doel van de aanbesteding is het sluiten van een raamovereenkomst door de gemeente Barneveld met één dienstverlener/partner voor het verrichten van archeologisch onderzoek op de locatie Harselaar Zuid fase 1a in de komende drie jaar.,Welke aanbestedingen zijn er voor meerjarig archeologisch onderzoek?,Task_1
131411,1,131411,"Levering, plaatsing en opstart van compacte Individuele Behandelingen Afvalwater (IBA's) in het Vlaamse Gewest.","Levering, plaatsing en opstart van compacte Individuele Behandelingen Afvalwater (IBA's) in het Vlaamse Gewest.","Compacte individuele afvalwaterzuivering: levering, plaatsing en opstart.",Task_2
114236,1,114236,Assessments en Selectie Rijkstraineeprogramma's,"De opdracht is het professioneel ondersteunen van de selectie van Rijkstrainees uit een grote groep kandidaten. Deze ondersteuning bestaat beknopt uit:a) get inventariseren van de wensen bij de ministeries (onder andere opleidingswensen, waar moet op gelet worden in de voorselectie);b) het verwerken van de aanmeldingen;c) het maken van een voorselectie en het voordragen van kandidaten aan ministeries;d) het begeleiden en adviseren van de ministeries bij selectiegesprekken;e) de (eind)evaluatie: na afronding van het selectietraject wordt aan hand van evaluatie (iedere selectiestap) met Opdrachtnemer gekeken wat kan er anders/ beter;f) gevraagd en ongevraagd adviseren over het selectieproces.",Overheidsinstanties besteden de selectie van trainees zelden uit.,Task_3
